-1 -2 -10000 -10002 -1004 -6 -1 -10002 -1003 -1002 -9 -1004 -6 -10001 -10003 -10003 
-10000 -10000 -1002 3 1 -10003 -10001 -10003 -10001 -10001 -10003 9 -10001 -1000 -1000 2 
-10003 -10001 -10003 -10001 6 -9 9 -2 -8 -8 10 -4 -10002 -10002 -1001 -10000 
-10002 -10003 -1000 4 -10002 -10 -10003 -10003 -10002 -10000 -10002 -10002 -10003 -10003 -6 -1001 
-10003 -10001 -1003 -10003 -10001 -1001 10 5 -10001 -1001 7 -10002 8 -1002 -10002 -10001 
-10003 -7 -1005 -10000 -1005 -10003 -10000 7 -10003 -7 -1000 -10002 -1002 -1001 -10001 -10002 
-1003 -10001 3 -1005 6 -10001 -1001 -1000 -10000 -10001 -1000 -10000 -10001 -10002 -1 -6 
-10001 -10001 -10003 6 -1001 -1001 4 -1003 -10000 -10002 -10001 -3 -4 -1004 -1003 -1001 
-1003 10 -10001 -10002 -10001 -10000 -10 -10002 -1003 -1005 -7 -10002 -10003 -1000 8 8 
-10001 9 10 -10001 5 -10001 -10001 -10001 -10002 -1001 -10001 -1002 -10003 8 -1005 -10003 
-10002 -1000 7 -1005 -1003 -1005 -10001 -1001 2 -9 -10003 1 -10000 -10002 -10003 -10000 
-2 -10002 -10001 -10003 -3 -1002 -10000 -10002 -1003 -10003 -10003 -4 -10001 -10003 -1004 -9 
-1002 -10001 -10000 10 -10000 -10003 -2 -10001 10 -10002 -1005 -10002 -1004 -2 -10002 -1005 
-1004 -7 4 6 -10003 1 -10000 -1005 -1004 7 3 -1001 -1002 -6 -1000 -10000 
-4 -10002 -10000 -10002 -10001 -9 -10003 -6 -10002 -10003 -10000 -10001 -10003 -1002 -10000 3 
-10003 -1004 9 -1002 -1000 3 -10002 9 -1001 -3 -10002 -6 -10000 -1002 -1001 -10003 
-10002 -9 -10002 -10002 -1003 -4 -1001 -10001 -1004 -10002 -1005 -10003 -10001 -1001 -10003 -1001 
-10003 -10003 -1001 -6 -10001 -10000 -5 -1000 -1001 -3 -10003 -10001 -10000 4 -10002 -10003 
-10003 -10002 -1000 -10002 -10002 -10002 -10001 -5 -10001 -10003 -10003 -1005 6 9 -10000 2 
-10000 -10003 -10000 -1004 -1004 -10003 -10000 1 -10001 -10001 -1001 -1001 -10001 10 -10000 -10000 
7 -10001 10 -10000 -10003 -10003 4 -10001 -10003 -10001 -1000 -10001 -10003 -10002 -10003 -2 
-10002 -10001 -10000 -10003 -10003 -10002 -6 -10001 8 -1003 -1002 -10000 -10003 -10000 -10002 -10002 
-10001 -10002 -10003 8 -10003 -10003 -1005 -1004 -10000 -10000 -9 -10000 -10003 -10001 -7 -1000 
-6 -1002 -1001 -10003 -1005 -1002 -10002 -10003 -10 -2 3 -10002 -10000 -10000 -1002 6 
3 -10001 -10002 -10000 -1002 -10003 -6 -10002 -10003 -10000 -8 7 -10001 -4 -1003 -1000 
-10001 -1005 -10003 -10001 -10003 -10000 -10001 -10003 -10001 -1002 -1004 1 -10001 -10002 -10003 -10001 
-6 -6 -10003 -10003 -1005 6 -10002 -10003 -10000 -10002 -1003 -2 -10001 -10003 -10003 -10003 
-10000 -10000 -6 -10000 -1000 -10002 -1003 -1002 7 -10000 -1000 5 -1000 -10000 -1004 -10000 
-3 -10003 -10001 6 -10003 -10003 -1004 -10001 -1003 -1004 -1003 7 5 -10001 -10003 -10000 
-10003 -1001 -10002 -10003 -10001 -10002 -2 -10002 7 -1005 -10003 -10003 -10 -10002 6 9 
-10002 -10001 5 -10002 3 -10000 -10002 -10001 -10002 -10002 3 7 -10001 8 -10003 -10002 
-5 -10000 -10000 -10002 -10001 -1004 -1005 -10002 -10002 6 -10002 -1004 -10001 8 10 -1 
4 -10000 -10000 -1000 -10002 -7 -10003 -10001 -10003 -10002 6 -2 -1001 -10001 -10000 -10002 
-1000 -10001 -10001 1 -1000 -1001 -1002 -7 -1 -10000 -1004 -1001 -10000 7 -10000 -10003 
-5 -10002 -10001 -1005 -10002 -1003 -1004 10 -1000 -2 -10003 2 3 -10000 7 -10002 
-10000 -10002 10 -10001 -10001 -1001 -7 -1005 -10002 -10002 6 -1003 -10003 -10003 -1004 -10002 
8 -10002 -1005 -10002 -7 9 -10001 -10003 -10002 -10002 -5 -10003 -1001 -10000 -1005 -10000 
-10001 -10002 3 -10001 -1005 4 -10000 -10001 -10001 -1 -1000 1 -10001 -1003 -1004 -10000 
-10003 -10002 -10003 -10003 -10001 -10002 -10001 -1001 -10000 -10002 -3 9 -10002 -10001 -10001 -10003 
-10001 1 4 -10003 -1003 -10003 -1 -10002 -10002 -9 -10001 -10000 -2 -10001 -10000 -6 
-10003 8 5 -10003 -10002 -10001 -10002 -1000 -10001 -1004 1 -10001 -1004 -10003 -10000 -10002 
-1001 -10000 -1005 -10001 7 -10003 -1002 -10001 -10002 -1002 -1004 -1005 -10001 -10001 10 4 
-10003 -1 9 -10003 -10002 -1000 -10000 -10000 -7 9 -1004 -1000 -10000 -10002 2 7 
-10002 -10001 -10003 -1000 -10000 -10001 -10003 -10002 -10001 -10002 -10002 -10003 1 -10003 -1005 2 
-10001 -1000 -10002 -1003 -1003 -8 -10 -1000 -10003 6 -10002 -10003 2 -4 -10002 -1000 
-10003 -10002 -1000 -3 6 -10003 -10000 -10000 3 -10003 -8 1 -10000 -1004 -10001 -2 
-10000 -10002 -10002 -10 2 -10003 -3 -10002 -10001 -10002 -9 -10002 -10003 -10001 -1004 -7 
-10002 -10001 -10001 -7 -10003 -10001 -10003 4 -10000 -10002 -10001 -10000 -10002 -10003 -4 -10001 
7 -10000 7 -9 3 -10002 -1002 -10000 -1002 -10003 -1003 -10002 -10001 -10003 -10001 -10002 
-10000 9 -10001 7 -3 -1005 2 -10002 4 -3 -10002 -2 -10001 -10003 -10002 -10002 
-10003 9 -10 -1000 -10002 -10003 -10001 -10001 -1001 -9 -10001 -10003 -10 -10002 -1001 -10001 
-10001 -1001 -1001 -10002 -10000 8 -2 -10001 -6 -1000 -10001 -10001 -10002 -10002 -5 -3 
-10001 -10003 -1001 -1002 -10001 2 5 -6 -1005 -1000 -10003 -1005 -1002 -10002 -10000 -10003 
-10001 -10001 -9 5 -10000 -1003 7 -10001 -10001 3 -5 -1005 -10000 9 -10002 -10000 
-10001 -5 -10001 -10002 -1001 -1003 5 -1000 -6 2 -10001 -10001 -1 -10000 3 -1004 
-1000 -1001 -1002 -10003 6 -10001 -1003 -10002 -1004 -10001 -10001 -10002 5 10 -10001 -10001 
-1000 1 -1005 7 -10001 9 2 -10002 -10003 -1 -10003 -10002 7 -10003 -10003 -1000 
-10002 -1 -1000 -4 -1003 -1004 -9 -6 -10001 -10000 -10003 -10002 -10000 -10001 3 -10001 
-10000 -10000 -1005 -1001 -10000 -10000 -10003 -1002 -1002 -5 -10000 -10003 -10001 -10001 -10000 -10003 
4 -10000 -10003 -10002 -1002 -10001 -5 -10001 -5 -10000 -10000 -1002 -1004 -10000 -10001 -10000 
-10003 -10002 -10003 -1004 -10002 -10000 -10000 -1004 -1002 -1005 -10003 -10003 -1 -10003 -7 -10003 
-10002 -10000 8 -3 -10001 -1005 -10002 -1002 -10003 -10003 -10000 -10001 -5 -10002 -10 -10002 
-10001 -10001 -10003 -1002 -1001 -10000 -1004 -10001 -10002 -10002 -1004 -10000 -9 -1005 -1001 -1004 
-10000 -10000 7 -10001 -10000 -1004 -10003 -1001 -1003 -10001 -10001 1 -10002 -1005 1 -1003 
-1003 -10000 -10000 -10000 -10000 -9 -10003 -10001 -10003 1 -1000 -10002 -9 -1002 9 -10001 
-10000 8 -10 -1005 -1001 -10001 9 -10001 -7 -8 -1004 6 1 -10003 -10000 -10002 
2 -10003 -10002 -10000 -1004 -10001 -10002 -1000 -3 -10000 -1001 -9 -1005 -1002 2 -1001 
-1000 10 -1003 -10003 -8 -5 -10002 -9 -10001 -10000 -1001 -10002 -5 -10002 -10000 -10002 
